prop_id,owner_id
10772,450158
10773,185359
10774,418470
10775,209859
10776,453499
10777,54227
10778,32120
10779,13588
10780,481806
10781,464323
10782,423132
10783,217112
10784,212276
10785,447182
10786,424128
10787,141569
10788,173793
10789,49373
10790,477448
10792,168495
10795,138971
10797,425218
10798,474821
10799,451735
10800,450606
10801,78022
10802,462103
10803,418742
10805,157293
10806,88001
10810,455691
10811,455691
10814,150770
10824,30714
10826,43337
10827,213615
10828,444565
10829,122034
10830,431559
10831,92201
10832,142106
10833,477816
10834,157589
10835,477139
10836,190469
10837,226074
10838,472068
10839,215810
10840,64998
10841,170623
10843,418742
10844,187900
10845,29190
10846,24805
10847,15519
10848,424125
10849,206660
10850,222804
10851,161743
10852,48946
10853,108214
10855,474936
10856,224452
10857,211907
10858,473477
10859,418812
10860,214639
10861,214639
10862,480152
10863,156131
10864,446961
10865,451322
10866,58755
10867,108308
10868,449624
10869,151330
10870,58827
10871,58282
10872,205444
10874,32966
10876,434708
10877,475094
10879,440068
10880,182964
10881,469321
10882,434356
10885,455264
10886,171788
10887,16154
10888,131841
10893,436652
10894,201717
10895,460676
10896,472864
10897,460688
10898,435757
10899,205297
10900,460136
10901,223470
10902,133387
10903,163133
10904,202772
10905,469120
10906,474137
10907,67670
10908,81950
10909,81950
10910,223470
10911,477620
10912,479510
10913,451635
10914,472014
10915,473200
10916,454738
10917,477931
10918,475961
10919,207920
10920,458770
10921,207920
10922,425481
10923,470068
10924,464613
10925,166227
10926,437856
10927,447230
10928,204764
10929,463783
10930,478367
10931,463783
10932,86187
10933,288922
10934,433486
10935,185752
10936,185752
10937,143281
10940,86212
10943,471288
10944,433827
10945,62778
10946,477236
10948,437372
10949,432944
10950,215030
10951,442493
10952,434661
10953,428151
10954,433974
10955,439113
10957,64753
10958,18930
10959,479651
10962,210302
10963,109465
10964,436654
10965,418314
10966,464048
10967,464788
10968,178920
10969,468813
10970,107055
10971,477086
10972,145004
10973,221002
10974,140485
10975,466420
10976,186683
10977,157012
10981,47044
10982,47054
10989,193890
10990,210159
10991,98068
10992,98068
10993,474885
10994,470871
10995,61629
10996,160325
10997,160325
10998,85486
10999,85485
11000,47421
11002,452045
11003,221756
11004,122322
11005,47421
11006,456671
11010,113205
11011,459765
11012,459765
11013,459765
11015,477039
11016,434215
11017,440678
11018,431569
11019,143505
11020,128173
11021,470517
11022,224218
11023,432958
11024,140412
11025,434215
11026,113204
11029,198545
11030,124249
11031,455025
11032,455025
11033,466375
11034,466375
11035,158302
11036,158302
11037,466375
11038,119196
11039,119196
11040,423980
11043,466375
11044,27866
11045,466375
11046,431419
11047,220886
11048,25454
11049,90123
11050,428219
11051,147716
11052,288300
11053,448439
11054,474174
11055,463508
11056,192208
11060,452886
11061,422326
11062,431419
11063,143091
11064,143091
11065,136489
11066,471937
11067,471937
11068,208269
11069,151286
11070,151286
11071,441966
11072,474323
11073,192154
11074,122322
11075,430546
11076,223943
11077,61890
11078,135748
11079,480913
11080,466033
11081,169979
11082,169979
11083,462467
11087,467266
11088,468687
11089,468687
11090,472158
11091,474323
11092,478030
11093,479998
11094,41477
11097,65859
11098,222125
11099,140581
11100,472224
11101,208023
11102,440887
11104,440887
11105,440887
11106,440887
11107,217592
11108,145571
11109,43493
11111,135748
11113,440928
11114,135642
11115,426862
11116,187727
11117,429645
11118,479550
11119,23645
11120,23645
11121,460171
11122,458201
11123,16508
11124,210619
11125,98902
11126,98902
11127,434243
11128,434243
11131,220558
11133,111920
11134,134278
11135,437428
11136,76529
11137,52086
11140,214858
11141,471672
11142,462118
11143,471416
11144,440887
11145,192513
11146,195846
11147,202471
11148,202339
11149,434243
11150,472583
11151,136438
11152,477987
11153,421212
11154,137649
11155,93716
11156,50196
11157,126380
11160,451611
11161,47247
11162,98681
11163,33508
11168,452777
11169,121115
11170,217539
11171,474323
11172,427196
11174,464400
11177,431757
11178,431757
11179,472225
11180,170471
11181,194616
11182,481735
11183,481735
11185,453445
11186,474176
11187,120565
11189,471437
11190,15388
11191,161174
11192,462205
11193,434577
11194,53178
11195,26120
11196,477229
11197,167806
11198,166564
11199,198653
11202,478221
11203,452960
11204,201392
11207,428607
11208,458309
11209,454980
11210,13104
11211,206541
11212,420577
11213,178262
11214,163275
11215,472195
11216,86791
11217,421958
11218,457745
11219,179362
11220,465408
11221,480247
11222,424628
11223,449127
11224,469560
11225,459346
11226,459346
11227,132073
11228,44858
11229,223781
11230,220584
11231,469377
11232,432718
11233,111373
11234,202530
11235,441804
11239,451776
11240,156201
11241,454176
11242,426395
11243,456358
11244,447559
11245,38892
11246,476425
11247,460220
11251,469032
11252,196643
11253,476747
11254,20454
11255,20454
11256,446805
11257,474182
11258,99128
11259,208697
11261,208697
11263,460488
11264,460488
11265,426168
11266,221756
11267,221756
11268,221756
11269,221756
11270,27854
11272,193024
11273,452568
11274,61631
11275,153033
11276,480591
11277,213263
11279,15976
11281,164260
11287,199020
11288,30702
11289,160325
11290,55196
11293,422213
11294,439521
11295,30702
11296,222711
11297,191194
11298,55045
11299,71835
11300,225855
11301,423152
11302,146898
11303,43884
11304,196484
11305,81487
11306,37748
11307,13686
11308,15388
11309,138629
11310,109791
11311,146898
11312,114657
11313,82380
11314,170679
11315,418249
11316,42506
11317,225328
11318,15393
11319,478762
11320,99333
11321,102652
11322,429134
11323,478375
11324,471233
11325,15388
11326,430627
11327,431965
11328,185059
11329,203120
11330,476724
11331,429386
11332,156492
11333,480604
11334,43450
11335,220211
11336,130069
11337,143091
11338,477442
11339,146240
11340,478797
11341,459202
11342,470347
11343,465778
11345,180364
11346,168997
11347,82380
11349,212177
11350,210042
11351,203135
11352,86083
11353,111437
11354,144306
11355,119284
11356,451340
11357,159277
11358,130215
11359,435530
11360,435530
11361,438489
11362,453355
11363,76878
11364,219770
11365,437986
11366,427997
11367,60923
11368,475208
11369,438622
11370,438642
11371,431696
11372,455415
11373,20385
11374,183160
11375,457171
11376,480076
11377,288543
11378,159678
11379,288969
11380,221454
11381,450674
11382,76249
11383,480463
11384,203706
11385,202799
11386,477366
11387,219695
11388,432585
11389,223942
11390,176825
11391,442051
11392,465012
11393,199756
11394,461812
11395,162788
11396,37100
11397,466212
11398,179009
11399,177037
11400,168371
11401,466606
11402,473860
11403,81429
11404,158106
11405,460640
11406,217847
11407,168506
11408,470041
11409,215717
11410,457479
11411,478792
11412,424351
11413,430497
11414,47907
11415,40586
11416,442843
11417,199236
11418,459789
11419,145036
11420,418108
11421,119619
11422,459727
11423,461536
11424,462855
11425,20509
11426,441842
11427,421472
11428,432748
11429,463420
11430,465531
11431,440347
11432,138428
11433,468113
11434,441050
11435,168371
11436,199053
11437,465697
11438,197891
11439,155179
11440,70905
11441,479497
11442,444663
11443,473936
11444,76765
11445,149323
11446,172491
11447,432970
11448,223035
11449,212729
11450,180355
11451,424387
11452,447357
11453,476879
11454,454282
11455,100940
11456,438051
11457,220244
11458,476369
11459,435866
11460,481187
11461,439474
11462,168153
11463,459018
11464,457479
11465,466399
11466,38003
11467,215124
11468,56068
11469,142523
11470,160658
11471,225399
11472,225399
11473,49450
11474,471497
11475,473692
11476,48156
11477,132736
11478,442733
11479,221818
11480,472860
11481,110152
11482,421340
11483,101249
11484,101249
11485,452696
11486,167088
11487,224634
11488,445786
11489,435625
11490,219079
11491,474106
11492,193827
11493,142553
11494,191196
11495,224091
11496,452014
11497,456817
11498,471803
11499,135330
11500,429325
11501,66130
11502,432143
11503,210076
11505,429487
11506,56368
11507,471635
11508,419346
11509,160264
11510,193327
11511,478846
11512,440982
11513,155600
11514,448992
11515,213223
11516,460280
11517,422153
11518,210827
11519,167829
11520,167829
11521,15395
11522,418115
11527,55256
11528,456841
11529,75465
11530,419035
11531,74259
11532,456927
11533,454511
11534,130940
11535,161741
11536,467321
11537,221173
11538,48737
11539,440365
11540,452929
11541,222575
11542,464052
11543,145445
11544,440178
11545,144621
11546,467318
11547,221364
11548,443296
11549,195234
11550,137158
11551,200074
11552,465509
11553,159265
11554,465935
11555,140591
11556,446734
11557,97089
11558,112855
11559,207485
11560,15829
11561,126917
11562,222520
11563,180212
11564,202076
11565,90676
11566,174298
11567,437529
11568,146041
11569,58854
11570,58855
11571,191044
11572,453367
11573,457897
11574,454576
11575,457011
11576,428835
11577,476758
11578,437503
11579,140403
11580,195405
11581,44048
11582,452623
11583,33003
11584,468218
11587,215284
11588,222148
11592,44048
11593,465554
11594,460555
11596,463142
11597,61629
11598,61629
11599,61629
11600,61636
11601,61631
11602,164260
11603,164260
11608,418515
11609,431777
11610,189796
11611,458503
11612,440279
11613,55256
11614,442851
11615,216838
11616,478555
11617,478555
11618,10842
11619,478555
11620,478555
11621,79244
11622,163315
11623,182574
11624,164260
11625,210213
11626,158061
11627,178910
11628,481340
11629,178910
11630,179416
11631,223250
11632,418328
11633,418328
11636,418328
11637,27854
11638,418328
11639,457567
11640,10842
11641,432207
11643,209284
11646,434550
11647,432207
11648,202247
11649,200416
11650,201346
11651,199710
11652,203033
11656,175428
11657,175428
11658,175428
11659,208340
11660,209786
11661,210426
11662,211282
11663,422624
11664,27869
11777,30702
11778,30702
11779,30706
11780,30703
11781,424422
11782,22101
11783,60693
11784,468006
11785,181439
11786,128467
11787,439886
11788,99745
11789,443098
11790,464230
11791,147146
11792,470811
11793,141372
11794,213873
11795,422663
11796,114613
11797,469534
11798,206640
11799,439418
11800,469893
11801,194250
11802,223321
11803,453375
11804,438638
11805,436668
11806,203948
11807,481405
11808,171946
11809,456286
11810,467828
11811,70250
11812,134235
11813,112780
11814,288804
11815,431783
11816,180994
11817,480125
11818,434525
11819,100624
11820,441991
11821,445762
11822,202374
11823,16362
11824,423868
11825,451864
11826,465540
11827,211985
11828,441772
11829,191293
11830,125373
11831,119337
11832,200383
11833,133043
11834,223025
11835,466741
11836,45736
11837,476767
11838,156550
11839,202583
11840,130273
11841,154511
11842,468200
11843,155788
11844,182265
11845,117123
11846,480514
11847,129882
11848,151758
11849,476442
11850,95066
11851,477731
11852,473878
11853,200191
11854,147139
11855,141608
11856,456850
11857,161433
11858,129224
11859,447344
11860,148315
11861,419088
11862,428243
11863,208020
11864,466885
11865,472632
11866,138513
11867,170938
11868,107442
11869,208178
11870,461294
11871,120693
11872,466126
11873,140312
11874,429049
11875,427553
11876,466738
11877,419994
11878,67653
11879,45395
11880,455853
11881,469614
11882,139377
11883,454907
11884,454880
11885,101570
11886,191446
11887,431824
11888,177745
11889,122501
11890,458098
11891,71336
11892,129581
11893,151376
11894,130173
11895,193881
11896,435982
11897,455710
11898,116618
11899,478316
11900,202631
11901,463506
11902,148122
11903,473435
11904,450067
11905,429893
11906,419214
11907,48828
11908,194168
11909,200031
11910,462169
11911,212455
11912,45706
11913,224671
11914,460517
11915,458893
11916,28874
11917,173352
11918,188531
11919,188799
11920,210483
11921,61575
11922,109900
11923,61576
11924,32576
11925,27868
11926,61629
11927,27854
11928,61629
11929,61629
11930,71140
11931,27685
11932,29559
11933,29556
11935,430229
11941,466691
11943,466691
11944,471808
11945,457845
11946,74010
11947,462355
11948,464813
11949,164565
11950,38682
11951,140323
11952,149134
11953,32016
11954,178203
11955,439294
11956,203817
11957,147440
11958,72540
11959,201467
11960,432432
11961,65278
11962,178908
11963,443065
11964,189006
11965,451432
11966,154581
11967,479946
11968,203715
11969,151263
11970,469072
11971,220472
11972,418778
11973,138599
11974,49727
11975,197631
11976,466569
11977,446345
11978,476434
11979,124005
11980,96520
11981,431130
11982,211640
11983,196715
11984,425659
11985,473008
11986,72616
11987,186423
11988,163643
11989,218288
11990,75553
11991,468032
11992,438858
11993,443008
11994,222192
11995,432492
11996,121978
11997,183736
11998,480343
11999,444417
12000,200289
12001,448926
12002,151666
12003,222332
12004,138818
12005,288663
12006,222748
12007,456446
12008,454631
12009,422122
12010,469494
12011,476657
12012,26836
12013,421587
12014,21417
12015,148174
12016,224977
12017,157341
12018,54115
12019,167486
12020,61631
12021,448836
12022,419538
12023,471335
12024,479645
12025,150213
12026,200439
12027,463963
12028,170291
12029,81836
12030,154434
12031,190943
12032,475668
12033,426356
12034,169824
12035,203367
12036,448029
12037,457205
12038,462447
12039,455996
12040,209171
12041,74468
12042,121440
12043,224706
12044,463334
12045,162216
12046,455321
12047,156765
12048,431558
12049,448956
12050,187655
12051,216912
12052,27685
12053,125697
12054,200044
12055,200044
12056,200044
12057,200044
12062,436699
12063,216866
12064,216866
12065,449100
12066,421985
12067,421985
12068,421985
12069,421985
12070,421985
12071,70587
12072,421985
12073,436170
12074,468638
12075,476834
12076,440335
12077,472715
12079,449207
12080,450428
12081,449679
12082,448503
12083,462190
12084,480655
12086,46434
12087,115629
12088,46434
12089,46434
12090,117863
12091,117863
12092,454260
12093,115629
12094,115629
12095,456687
12097,426428
12098,456687
12099,467892
12100,186721
12101,150581
12102,443772
12103,56313
12104,454779
12105,436106
12106,212312
12107,448665
12108,210722
12109,477852
12110,55516
12111,206154
12113,444805
12114,50486
12115,197023
12116,156778
12117,197023
12118,50619
12119,192345
12120,473209
12121,185852
12122,448189
12123,452157
12124,186947
12125,450692
12126,213994
12127,55761
12128,213959
12129,443052
12130,188882
12131,207350
12132,443890
12135,71407
12136,444731
12137,31060
12138,426182
12139,426182
12140,204980
12141,219335
12142,92391
12143,92390
12144,196229
12145,203992
12147,129762
12149,137396
12150,111129
12151,74860
12152,111128
12157,197267
12158,472990
12159,46465
12160,131915
12162,45304
12163,481350
12164,221877
12165,47716
12166,454949
12167,471848
12168,220233
12169,434662
12170,160634
12171,201199
12172,480828
12173,33945
12175,63162
12176,63162
12178,436047
12179,119516
12180,459259
12181,472974
12182,454976
12184,472974
12186,451741
12187,419242
12189,84435
12190,288658
12191,28147
12192,169050
12193,459632
12194,425804
12195,80735
12196,80734
12197,44294
12198,427098
12199,288282
12200,422127
12203,448363
12205,470562
12206,444669
12207,164690
12208,474307
12209,162781
12210,182152
12211,472951
12212,47499
12213,146077
12214,143086
12218,192221
12219,121284
12221,423120
12222,423120
12223,470921
12224,212480
12225,164690
12226,467672
12227,164690
12228,145274
12230,164690
12233,202350
12234,204591
12243,435431
12244,217876
12245,151110
12246,427886
12248,476012
12249,50832
12250,50832
12251,435782
12252,150193
12254,465841
12255,434906
12256,90778
12257,95830
12258,95829
12259,47518
12260,224302
12261,224302
12262,224302
12263,224302
12264,224302
12265,115419
12266,132164
12267,127729
12268,101563
12269,470963
12270,213845
12271,480662
12272,72159
12273,427588
12275,22883
12276,457054
12277,186057
12281,202377
12283,145449
12295,471972
12296,454807
12297,49704
12298,47044
12299,47044
12300,47044
12301,47044
12302,47062
12303,47062
12304,109894
12305,431703
12309,46029
12312,471878
12314,134427
12316,63566
12317,424357
12323,424357
12324,467711
12325,159998
12326,424357
12327,448499
12328,209469
12329,424357
12330,424357
12331,17705
12332,443177
12333,443014
12334,47062
12335,453656
12336,17693
12337,110107
12338,202528
12339,202528
12340,202528
12341,55105
12344,134427
12347,134427
12350,134427
12351,431777
12352,194044
12353,191599
12354,101981
12355,194044
12356,137718
12357,202528
12358,202528
12359,180964
12360,465768
12361,465768
12363,465945
12364,192198
12365,166080
12366,38267
12367,10135
12368,200754
12369,154569
12372,47044
12373,47044
12374,446173
12375,47044
12377,180817
12378,180817
12380,180817
12387,418742
12388,418742
12389,24774
12391,138658
12392,208357
12395,52687
12396,108932
12397,458462
12398,128145
12399,202972
12400,461613
12401,467287
12402,54227
12404,214960
12405,429825
12406,444798
12407,54227
12408,213841
12409,26411
12410,422162
12411,442633
12412,473392
12413,54587
12414,176026
12415,202814
12416,107917
12418,15752
12419,451336
12420,464085
12421,451067
12422,428517
12423,187047
12424,216509
12425,129027
12426,220479
12427,458312
12428,123676
12429,200529
12430,464615
12431,421571
12435,193632
12436,193632
12437,213897
12438,205746
12439,205746
12440,453291
12441,148982
12442,454312
12443,110169
12444,19679
12445,94988
12446,66071
12448,460889
12449,161780
12450,32902
12451,419128
12452,77174
12453,152826
12454,426240
12459,426240
12460,446990
12461,46279
12462,427532
12463,170139
12464,176524
12465,44023
12466,462286
12467,466935
12468,446454
12469,158450
12470,470256
12471,470727
12472,82052
12473,468359
12474,477795
12475,164802
12476,169517
12477,444409
12478,109557
12480,47044
12481,19658
12482,442915
12483,44278
12484,450518
12485,88002
12486,155344
12487,150075
12488,474159
12489,464049
12490,460916
12491,24086
12492,464175
12493,140363
12495,428146
12496,468684
12497,94740
12498,27005
12499,128746
12500,31709
12501,15760
12502,15760
12503,87117
12504,426491
12505,140363
12506,474659
12508,205746
12509,205746
12510,454830
12511,39458
12514,466346
12515,445421
12516,453519
12517,14040
12518,14040
12521,216792
12525,17833
12526,17847
12527,17831
12528,17830
12529,68968
12530,215931
12531,215931
12532,478736
12533,95132
12534,191141
12535,191141
12536,214200
12537,461004
12538,448003
12539,149805
12540,418742
12542,86956
12545,220262
12547,69472
12549,474557
12553,103500
12554,225309
12555,450265
12556,27702
12557,130709
12558,468991
12559,103500
12560,454783
12561,151746
12564,217977
12567,106209
12568,197009
12569,471570
12570,153679
12571,462200
12580,94563
12581,58248
12582,474510
12583,454727
12584,197523
12585,220519
12586,431753
12587,201398
12588,138832
12589,119921
12591,213197
12592,470084
12593,21949
12594,448003
12595,452123
12596,91590
12597,223173
12598,30830
12600,421713
12601,130925
12602,191745
12604,436339
12605,454741
12609,31505
12610,431103
12611,34191
12613,129475
12615,119888
12618,57614
12619,173090
12620,418742
12622,88063
12623,160325
12624,160325
12625,423432
12626,427723
12627,457707
12628,225864
12629,418742
12632,420828
12633,476560
12634,77487
12635,211781
12636,179050
12637,75222
12638,204860
12639,418742
12640,155515
12641,218386
12642,445092
12643,477113
12644,433629
12645,418742
12646,466346
12647,159806
12648,442165
12649,456096
12650,426505
12651,44313
12652,152141
12653,24926
12654,480956
12655,154283
12656,44025
12657,167286
12658,147006
12659,104165
12660,461085
12661,180431
12662,77393
12663,23786
12664,419078
12665,223895
12667,193151
12668,118146
12669,456858
12670,439954
12671,93810
12672,438730
12673,430154
12674,40976
12676,118146
12677,418742
12678,88162
12682,220659
12683,172773
12686,129616
12687,470257
12688,463586
12689,479754
12690,91590
12703,449967
12718,449967
12719,449967
12720,449967
12728,449967
12730,449967
12731,418742
12732,213897
12733,87973
12734,461272
12735,464143
12736,470324
12740,186447
12745,421570
12746,421569
12747,199190
12748,418742
12752,155810
12753,155810
12754,444879
12755,426198
12756,157589
12757,191023
12758,58524
12759,58524
12760,95382
12761,152025
12762,13406
12763,465072
12764,206085
12765,13406
12767,17705
12768,173605
12769,173605
12770,199514
12771,452773
12772,17705
12776,148794
12777,148794
12778,109570
12779,418742
12780,181627
12781,181627
12783,464853
12784,421909
12785,222439
12786,16742
12787,27890
12788,211117
12789,17749
12790,428520
12791,425257
12792,214754
12795,27887
12796,88069
12797,167151
12798,419890
12799,183688
12800,220519
12801,474524
12802,95608
12803,456938
12804,17781
12805,17745
12806,117968
12807,117969
12808,116391
12809,141726
12810,428598
12811,431111
12812,56895
12813,49526
12814,131955
12815,172100
12816,183816
12817,184766
12818,183889
12819,461914
12820,208238
12821,436206
12822,422524
12823,474880
12824,460654
12825,54227
12826,211596
12827,193690
12828,170029
12829,212562
12830,212562
12831,87550
12832,87551
12835,429555
12836,56696
12837,14862
12838,17719
12839,434376
12840,457136
12841,431424
12842,139271
12843,173894
12844,442112
12845,17772
12846,459893
12847,456143
12848,460429
12849,478492
12850,462566
12851,140020
12852,457041
12853,52806
12854,133570
12855,101119
12856,102804
12860,469326
12861,204174
12862,94786
12863,77472
12864,140391
12868,122252
12869,473987
12870,457278
12871,115586
12872,132828
12873,151839
12874,136544
12875,471604
12876,69245
12877,444779
12878,435052
12879,69294
12880,128439
12881,457906
12882,471877
12883,420537
12884,11682
12885,157362
12886,208158
12887,158482
12888,76370
12889,473553
12890,431745
12891,166808
12892,165871
12893,208338
12894,142460
12895,156720
12896,434347
12897,89716
12898,455379
12899,212124
12900,159963
12901,216320
12902,201156
12903,472901
12904,473572
12905,448382
12906,207682
12907,428024
12908,475944
12909,454829
12910,448121
12911,442727
12912,92570
12913,462413
12914,154315
12915,469267
12916,421102
12917,443659
12918,111454
12919,194728
12920,182443
12921,440357
12922,61676
12923,61676
12924,78488
12925,176728
12926,214639
12927,214639
12928,214639
12929,214639
12930,480152
12931,480152
12932,221219
12933,221219
12934,221219
12935,221219
12936,221219
12937,221219
12938,105733
12939,105733
12940,105733
12941,105733
12942,105733
